algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length
SARSA,28,360,15058,-17.0,0.0,1.0,17.0
SARSA,28,380,15434,-15.0,0.0,1.0,15.0
SARSA,28,400,15789,-15.0,0.0,1.0,15.0
SARSA,28,420,16152,-500.0,0.0,0.0,500.0
SARSA,28,440,16513,-15.0,0.0,1.0,15.0
SARSA,28,460,16879,-15.0,0.0,1.0,15.0
SARSA,28,480,17229,-15.0,0.0,1.0,15.0
SARSA,28,500,17602,-15.0,0.0,1.0,15.0
SARSA,29,1,500,-500.0,0.0,0.0,500.0
SARSA,29,20,3350,-500.0,0.0,0.0,500.0
SARSA,29,40,5328,-500.0,0.0,0.0,500.0
SARSA,29,60,6609,-500.0,0.0,0.0,500.0
SARSA,29,80,7648,-500.0,0.0,0.0,500.0
SARSA,29,100,8483,-500.0,0.0,0.0,500.0
SARSA,29,120,9304,-500.0,0.0,0.0,500.0
SARSA,29,140,9998,-500.0,0.0,0.0,500.0
SARSA,29,160,10625,-500.0,0.0,0.0,500.0
SARSA,29,180,11154,-500.0,0.0,0.0,500.0
SARSA,29,200,11765,-500.0,0.0,0.0,500.0
SARSA,29,220,12204,-500.0,0.0,0.0,500.0
SARSA,29,240,12686,-17.0,0.0,1.0,17.0
SARSA,29,260,13112,-500.0,0.0,0.0,500.0
SARSA,29,280,13487,-15.0,0.0,1.0,15.0
SARSA,29,300,13868,-17.0,0.0,1.0,17.0
SARSA,29,320,14270,-500.0,0.0,0.0,500.0
SARSA,29,340,14664,-17.0,0.0,1.0,17.0
SARSA,29,360,15071,-500.0,0.0,0.0,500.0
SARSA,29,380,15470,-17.0,0.0,1.0,17.0
SARSA,29,400,15874,-17.0,0.0,1.0,17.0
SARSA,29,420,16263,-17.0,0.0,1.0,17.0
SARSA,29,440,16644,-17.0,0.0,1.0,17.0
SARSA,29,460,17023,-500.0,0.0,0.0,500.0
SARSA,29,480,17443,-17.0,0.0,1.0,17.0
SARSA,29,500,17833,-17.0,0.0,1.0,17.0
Q-Learning,0,1,500,-500.0,0.0,0.0,500.0
Q-Learning,0,20,3922,-500.0,0.0,0.0,500.0
Q-Learning,0,40,5699,-500.0,0.0,0.0,500.0
Q-Learning,0,60,6902,-500.0,0.0,0.0,500.0
Q-Learning,0,80,7907,-500.0,0.0,0.0,500.0
Q-Learning,0,100,8772,-500.0,0.0,0.0,500.0
Q-Learning,0,120,9468,-500.0,0.0,0.0,500.0
Q-Learning,0,140,10134,-500.0,0.0,0.0,500.0
Q-Learning,0,160,10673,-500.0,0.0,0.0,500.0
Q-Learning,0,180,11235,-500.0,0.0,0.0,500.0
Q-Learning,0,200,11740,-15.0,0.0,1.0,15.0
Q-Learning,0,220,12177,-500.0,0.0,0.0,500.0
Q-Learning,0,240,12627,-500.0,0.0,0.0,500.0
Q-Learning,0,260,13060,-13.0,0.0,1.0,13.0
Q-Learning,0,280,13432,-13.0,0.0,1.0,13.0
Q-Learning,0,300,13778,-13.0,0.0,1.0,13.0
Q-Learning,0,320,14111,-13.0,0.0,1.0,13.0
Q-Learning,0,340,14470,-13.0,0.0,1.0,13.0
Q-Learning,0,360,14814,-13.0,0.0,1.0,13.0
Q-Learning,0,380,15135,-13.0,0.0,1.0,13.0
Q-Learning,0,400,15473,-13.0,0.0,1.0,13.0
Q-Learning,0,420,15768,-13.0,0.0,1.0,13.0
Q-Learning,0,440,16114,-13.0,0.0,1.0,13.0
Q-Learning,0,460,16420,-13.0,0.0,1.0,13.0
Q-Learning,0,480,16754,-13.0,0.0,1.0,13.0
Q-Learning,0,500,17061,-13.0,0.0,1.0,13.0
Q-Learning,1,1,500,-500.0,0.0,0.0,500.0
Q-Learning,1,20,3804,-500.0,0.0,0.0,500.0
Q-Learning,1,40,5556,-500.0,0.0,0.0,500.0
Q-Learning,1,60,6808,-500.0,0.0,0.0,500.0
Q-Learning,1,80,7920,-500.0,0.0,0.0,500.0
Q-Learning,1,100,8814,-500.0,0.0,0.0,500.0
Q-Learning,1,120,9480,-500.0,0.0,0.0,500.0
Q-Learning,1,140,10138,-500.0,0.0,0.0,500.0
Q-Learning,1,160,10706,-500.0,0.0,0.0,500.0
Q-Learning,1,180,11240,-500.0,0.0,0.0,500.0
Q-Learning,1,200,11689,-500.0,0.0,0.0,500.0
Q-Learning,1,220,12218,-13.0,0.0,1.0,13.0
Q-Learning,1,240,12659,-13.0,0.0,1.0,13.0
Q-Learning,1,260,13031,-13.0,0.0,1.0,13.0
Q-Learning,1,280,13454,-13.0,0.0,1.0,13.0
Q-Learning,1,300,13794,-13.0,0.0,1.0,13.0
Q-Learning,1,320,14108,-13.0,0.0,1.0,13.0
Q-Learning,1,340,14442,-13.0,0.0,1.0,13.0
Q-Learning,1,360,14758,-13.0,0.0,1.0,13.0
Q-Learning,1,380,15114,-13.0,0.0,1.0,13.0
Q-Learning,1,400,15456,-13.0,0.0,1.0,13.0
Q-Learning,1,420,15795,-13.0,0.0,1.0,13.0
Q-Learning,1,440,16136,-13.0,0.0,1.0,13.0
Q-Learning,1,460,16480,-13.0,0.0,1.0,13.0
Q-Learning,1,480,16822,-13.0,0.0,1.0,13.0
Q-Learning,1,500,17162,-13.0,0.0,1.0,13.0
Q-Learning,2,1,500,-500.0,0.0,0.0,500.0
Q-Learning,2,20,3953,-500.0,0.0,0.0,500.0
Q-Learning,2,40,5656,-500.0,0.0,0.0,500.0
Q-Learning,2,60,6916,-500.0,0.0,0.0,500.0
Q-Learning,2,80,7943,-500.0,0.0,0.0,500.0
Q-Learning,2,100,8792,-500.0,0.0,0.0,500.0
Q-Learning,2,120,9586,-500.0,0.0,0.0,500.0
Q-Learning,2,140,10369,-500.0,0.0,0.0,500.0
Q-Learning,2,160,10953,-500.0,0.0,0.0,500.0
Q-Learning,2,180,11433,-500.0,0.0,0.0,500.0
Q-Learning,2,200,11921,-500.0,0.0,0.0,500.0
Q-Learning,2,220,12386,-500.0,0.0,0.0,500.0
Q-Learning,2,240,12750,-500.0,0.0,0.0,500.0
Q-Learning,2,260,13195,-13.0,0.0,1.0,13.0
Q-Learning,2,280,13634,-500.0,0.0,0.0,500.0
Q-Learning,2,300,13966,-13.0,0.0,1.0,13.0
Q-Learning,2,320,14398,-13.0,0.0,1.0,13.0
Q-Learning,2,340,14729,-13.0,0.0,1.0,13.0
Q-Learning,2,360,15062,-13.0,0.0,1.0,13.0
Q-Learning,2,380,15392,-13.0,0.0,1.0,13.0
Q-Learning,2,400,15726,-13.0,0.0,1.0,13.0
Q-Learning,2,420,16078,-13.0,0.0,1.0,13.0
Q-Learning,2,440,16407,-13.0,0.0,1.0,13.0
Q-Learning,2,460,16750,-13.0,0.0,1.0,13.0
Q-Learning,2,480,17109,-13.0,0.0,1.0,13.0
Q-Learning,2,500,17462,-13.0,0.0,1.0,13.0
Q-Learning,3,1,500,-500.0,0.0,0.0,500.0
Q-Learning,3,20,3826,-500.0,0.0,0.0,500.0
Q-Learning,3,40,5556,-500.0,0.0,0.0,500.0
Q-Learning,3,60,6878,-500.0,0.0,0.0,500.0
Q-Learning,3,80,7868,-500.0,0.0,0.0,500.0
Q-Learning,3,100,8771,-500.0,0.0,0.0,500.0
Q-Learning,3,120,9530,-500.0,0.0,0.0,500.0
Q-Learning,3,140,10166,-500.0,0.0,0.0,500.0
Q-Learning,3,160,10743,-15.0,0.0,1.0,15.0
Q-Learning,3,180,11296,-500.0,0.0,0.0,500.0
Q-Learning,3,200,11772,-500.0,0.0,0.0,500.0
Q-Learning,3,220,12231,-500.0,0.0,0.0,500.0
Q-Learning,3,240,12667,-13.0,0.0,1.0,13.0
Q-Learning,3,260,13045,-13.0,0.0,1.0,13.0
Q-Learning,3,280,13416,-13.0,0.0,1.0,13.0
Q-Learning,3,300,13785,-13.0,0.0,1.0,13.0
Q-Learning,3,320,14098,-13.0,0.0,1.0,13.0
Q-Learning,3,340,14422,-13.0,0.0,1.0,13.0
Q-Learning,3,360,14834,-13.0,0.0,1.0,13.0
Q-Learning,3,380,15162,-13.0,0.0,1.0,13.0
Q-Learning,3,400,15459,-13.0,0.0,1.0,13.0
Q-Learning,3,420,15790,-13.0,0.0,1.0,13.0
Q-Learning,3,440,16103,-13.0,0.0,1.0,13.0
Q-Learning,3,460,16420,-13.0,0.0,1.0,13.0
Q-Learning,3,480,16761,-13.0,0.0,1.0,13.0
Q-Learning,3,500,17113,-13.0,0.0,1.0,13.0
Q-Learning,4,1,500,-500.0,0.0,0.0,500.0
Q-Learning,4,20,3868,-500.0,0.0,0.0,500.0
Q-Learning,4,40,5700,-500.0,0.0,0.0,500.0
Q-Learning,4,60,6853,-500.0,0.0,0.0,500.0
Q-Learning,4,80,7846,-500.0,0.0,0.0,500.0
Q-Learning,4,100,8694,-500.0,0.0,0.0,500.0
Q-Learning,4,120,9483,-500.0,0.0,0.0,500.0
Q-Learning,4,140,10257,-500.0,0.0,0.0,500.0
Q-Learning,4,160,10849,-500.0,0.0,0.0,500.0
Q-Learning,4,180,11377,-19.0,0.0,1.0,19.0
Q-Learning,4,200,11855,-500.0,0.0,0.0,500.0
Q-Learning,4,220,12326,-500.0,0.0,0.0,500.0
Q-Learning,4,240,12752,-13.0,0.0,1.0,13.0
Q-Learning,4,260,13157,-15.0,0.0,1.0,15.0
Q-Learning,4,280,13509,-13.0,0.0,1.0,13.0
Q-Learning,4,300,13813,-13.0,0.0,1.0,13.0
Q-Learning,4,320,14116,-13.0,0.0,1.0,13.0
Q-Learning,4,340,14427,-13.0,0.0,1.0,13.0
Q-Learning,4,360,14760,-13.0,0.0,1.0,13.0
Q-Learning,4,380,15122,-13.0,0.0,1.0,13.0
Q-Learning,4,400,15447,-13.0,0.0,1.0,13.0
Q-Learning,4,420,15795,-13.0,0.0,1.0,13.0
Q-Learning,4,440,16121,-13.0,0.0,1.0,13.0
Q-Learning,4,460,16446,-13.0,0.0,1.0,13.0
Q-Learning,4,480,16791,-13.0,0.0,1.0,13.0
Q-Learning,4,500,17102,-13.0,0.0,1.0,13.0
Q-Learning,5,1,500,-500.0,0.0,0.0,500.0
Q-Learning,5,20,3632,-500.0,0.0,0.0,500.0
Q-Learning,5,40,5357,-500.0,0.0,0.0,500.0
Q-Learning,5,60,6729,-500.0,0.0,0.0,500.0
Q-Learning,5,80,7682,-500.0,0.0,0.0,500.0
Q-Learning,5,100,8605,-500.0,0.0,0.0,500.0
Q-Learning,5,120,9415,-500.0,0.0,0.0,500.0
Q-Learning,5,140,9978,-500.0,0.0,0.0,500.0
Q-Learning,5,160,10558,-500.0,0.0,0.0,500.0
Q-Learning,5,180,11105,-500.0,0.0,0.0,500.0
Q-Learning,5,200,11647,-500.0,0.0,0.0,500.0
Q-Learning,5,220,12095,-13.0,0.0,1.0,13.0
Q-Learning,5,240,12587,-500.0,0.0,0.0,500.0
Q-Learning,5,260,13007,-500.0,0.0,0.0,500.0
Q-Learning,5,280,13400,-13.0,0.0,1.0,13.0
Q-Learning,5,300,13742,-13.0,0.0,1.0,13.0
Q-Learning,5,320,14069,-13.0,0.0,1.0,13.0
Q-Learning,5,340,14419,-13.0,0.0,1.0,13.0
Q-Learning,5,360,14769,-13.0,0.0,1.0,13.0
Q-Learning,5,380,15078,-13.0,0.0,1.0,13.0
Q-Learning,5,400,15430,-13.0,0.0,1.0,13.0
Q-Learning,5,420,15767,-13.0,0.0,1.0,13.0
Q-Learning,5,440,16135,-13.0,0.0,1.0,13.0
Q-Learning,5,460,16461,-13.0,0.0,1.0,13.0
Q-Learning,5,480,16825,-13.0,0.0,1.0,13.0
Q-Learning,5,500,17134,-13.0,0.0,1.0,13.0
Q-Learning,6,1,392,-500.0,0.0,0.0,500.0
Q-Learning,6,20,3902,-500.0,0.0,0.0,500.0
Q-Learning,6,40,5477,-500.0,0.0,0.0,500.0
Q-Learning,6,60,6848,-500.0,0.0,0.0,500.0
Q-Learning,6,80,7807,-500.0,0.0,0.0,500.0
Q-Learning,6,100,8718,-500.0,0.0,0.0,500.0
Q-Learning,6,120,9462,-500.0,0.0,0.0,500.0
Q-Learning,6,140,10120,-500.0,0.0,0.0,500.0
Q-Learning,6,160,10679,-500.0,0.0,0.0,500.0
Q-Learning,6,180,11222,-17.0,0.0,1.0,17.0
Q-Learning,6,200,11703,-500.0,0.0,0.0,500.0
Q-Learning,6,220,12233,-500.0,0.0,0.0,500.0
Q-Learning,6,240,12640,-15.0,0.0,1.0,15.0
Q-Learning,6,260,13032,-13.0,0.0,1.0,13.0
Q-Learning,6,280,13433,-500.0,0.0,0.0,500.0
Q-Learning,6,300,13837,-13.0,0.0,1.0,13.0
Q-Learning,6,320,14188,-13.0,0.0,1.0,13.0
Q-Learning,6,340,14515,-13.0,0.0,1.0,13.0
Q-Learning,6,360,14896,-13.0,0.0,1.0,13.0
Q-Learning,6,380,15219,-13.0,0.0,1.0,13.0
Q-Learning,6,400,15618,-13.0,0.0,1.0,13.0
Q-Learning,6,420,15981,-13.0,0.0,1.0,13.0
Q-Learning,6,440,16304,-13.0,0.0,1.0,13.0
Q-Learning,6,460,16634,-13.0,0.0,1.0,13.0
Q-Learning,6,480,17006,-13.0,0.0,1.0,13.0
Q-Learning,6,500,17384,-13.0,0.0,1.0,13.0
Q-Learning,7,1,500,-500.0,0.0,0.0,500.0
Q-Learning,7,20,3880,-500.0,0.0,0.0,500.0
Q-Learning,7,40,5650,-500.0,0.0,0.0,500.0
Q-Learning,7,60,6879,-500.0,0.0,0.0,500.0
Q-Learning,7,80,7831,-500.0,0.0,0.0,500.0
Q-Learning,7,100,8680,-500.0,0.0,0.0,500.0
Q-Learning,7,120,9360,-500.0,0.0,0.0,500.0
Q-Learning,7,140,10011,-500.0,0.0,0.0,500.0
Q-Learning,7,160,10616,-500.0,0.0,0.0,500.0
Q-Learning,7,180,11118,-500.0,0.0,0.0,500.0
Q-Learning,7,200,11622,-500.0,0.0,0.0,500.0
Q-Learning,7,220,12093,-13.0,0.0,1.0,13.0
Q-Learning,7,240,12526,-500.0,0.0,0.0,500.0
Q-Learning,7,260,12915,-13.0,0.0,1.0,13.0
Q-Learning,7,280,13264,-13.0,0.0,1.0,13.0
Q-Learning,7,300,13574,-500.0,0.0,0.0,500.0
Q-Learning,7,320,13955,-13.0,0.0,1.0,13.0
Q-Learning,7,340,14343,-13.0,0.0,1.0,13.0
Q-Learning,7,360,14691,-13.0,0.0,1.0,13.0
Q-Learning,7,380,15024,-13.0,0.0,1.0,13.0
Q-Learning,7,400,15358,-13.0,0.0,1.0,13.0
Q-Learning,7,420,15689,-13.0,0.0,1.0,13.0
Q-Learning,7,440,16075,-13.0,0.0,1.0,13.0
Q-Learning,7,460,16413,-13.0,0.0,1.0,13.0
Q-Learning,7,480,16775,-13.0,0.0,1.0,13.0
Q-Learning,7,500,17072,-13.0,0.0,1.0,13.0
Q-Learning,8,1,500,-500.0,0.0,0.0,500.0
Q-Learning,8,20,3770,-500.0,0.0,0.0,500.0
Q-Learning,8,40,5538,-500.0,0.0,0.0,500.0
Q-Learning,8,60,6928,-500.0,0.0,0.0,500.0
Q-Learning,8,80,7871,-500.0,0.0,0.0,500.0
Q-Learning,8,100,8714,-500.0,0.0,0.0,500.0
Q-Learning,8,120,9427,-500.0,0.0,0.0,500.0
Q-Learning,8,140,10224,-500.0,0.0,0.0,500.0
Q-Learning,8,160,10789,-500.0,0.0,0.0,500.0
Q-Learning,8,180,11295,-500.0,0.0,0.0,500.0
Q-Learning,8,200,11821,-500.0,0.0,0.0,500.0
Q-Learning,8,220,12286,-13.0,0.0,1.0,13.0
Q-Learning,8,240,12713,-500.0,0.0,0.0,500.0
Q-Learning,8,260,13129,-500.0,0.0,0.0,500.0
Q-Learning,8,280,13488,-500.0,0.0,0.0,500.0
Q-Learning,8,300,13867,-13.0,0.0,1.0,13.0
Q-Learning,8,320,14183,-13.0,0.0,1.0,13.0
Q-Learning,8,340,14499,-13.0,0.0,1.0,13.0
Q-Learning,8,360,14825,-13.0,0.0,1.0,13.0
Q-Learning,8,380,15129,-13.0,0.0,1.0,13.0
Q-Learning,8,400,15497,-13.0,0.0,1.0,13.0
Q-Learning,8,420,15824,-13.0,0.0,1.0,13.0
Q-Learning,8,440,16187,-13.0,0.0,1.0,13.0
Q-Learning,8,460,16517,-13.0,0.0,1.0,13.0
Q-Learning,8,480,16897,-13.0,0.0,1.0,13.0
Q-Learning,8,500,17245,-13.0,0.0,1.0,13.0
Q-Learning,9,1,500,-500.0,0.0,0.0,500.0
Q-Learning,9,20,3886,-500.0,0.0,0.0,500.0
Q-Learning,9,40,5617,-500.0,0.0,0.0,500.0
Q-Learning,9,60,6819,-500.0,0.0,0.0,500.0
Q-Learning,9,80,7714,-500.0,0.0,0.0,500.0
Q-Learning,9,100,8547,-500.0,0.0,0.0,500.0
Q-Learning,9,120,9258,-500.0,0.0,0.0,500.0
Q-Learning,9,140,9970,-500.0,0.0,0.0,500.0
Q-Learning,9,160,10647,-500.0,0.0,0.0,500.0
Q-Learning,9,180,11186,-500.0,0.0,0.0,500.0
Q-Learning,9,200,11693,-500.0,0.0,0.0,500.0
Q-Learning,9,220,12137,-13.0,0.0,1.0,13.0
Q-Learning,9,240,12566,-500.0,0.0,0.0,500.0
Q-Learning,9,260,12954,-13.0,0.0,1.0,13.0
Q-Learning,9,280,13296,-13.0,0.0,1.0,13.0
Q-Learning,9,300,13642,-13.0,0.0,1.0,13.0
Q-Learning,9,320,13947,-13.0,0.0,1.0,13.0
Q-Learning,9,340,14275,-13.0,0.0,1.0,13.0
Q-Learning,9,360,14629,-13.0,0.0,1.0,13.0
Q-Learning,9,380,14954,-13.0,0.0,1.0,13.0
Q-Learning,9,400,15324,-13.0,0.0,1.0,13.0
Q-Learning,9,420,15672,-13.0,0.0,1.0,13.0
Q-Learning,9,440,16003,-13.0,0.0,1.0,13.0
Q-Learning,9,460,16349,-13.0,0.0,1.0,13.0
Q-Learning,9,480,16682,-13.0,0.0,1.0,13.0
Q-Learning,9,500,17058,-13.0,0.0,1.0,13.0
Q-Learning,10,1,500,-500.0,0.0,0.0,500.0
Q-Learning,10,20,3777,-500.0,0.0,0.0,500.0
Q-Learning,10,40,5673,-500.0,0.0,0.0,500.0
Q-Learning,10,60,7002,-500.0,0.0,0.0,500.0
Q-Learning,10,80,8028,-500.0,0.0,0.0,500.0
Q-Learning,10,100,8930,-500.0,0.0,0.0,500.0
Q-Learning,10,120,9586,-500.0,0.0,0.0,500.0
Q-Learning,10,140,10215,-500.0,0.0,0.0,500.0
Q-Learning,10,160,10766,-500.0,0.0,0.0,500.0
Q-Learning,10,180,11290,-13.0,0.0,1.0,13.0
Q-Learning,10,200,11794,-500.0,0.0,0.0,500.0
Q-Learning,10,220,12240,-500.0,0.0,0.0,500.0
Q-Learning,10,240,12683,-500.0,0.0,0.0,500.0
Q-Learning,10,260,13055,-500.0,0.0,0.0,500.0
Q-Learning,10,280,13414,-500.0,0.0,0.0,500.0
Q-Learning,10,300,13749,-13.0,0.0,1.0,13.0
Q-Learning,10,320,14122,-13.0,0.0,1.0,13.0
Q-Learning,10,340,14465,-13.0,0.0,1.0,13.0
Q-Learning,10,360,14850,-13.0,0.0,1.0,13.0
Q-Learning,10,380,15201,-13.0,0.0,1.0,13.0
Q-Learning,10,400,15589,-13.0,0.0,1.0,13.0
Q-Learning,10,420,15944,-13.0,0.0,1.0,13.0
Q-Learning,10,440,16292,-13.0,0.0,1.0,13.0
Q-Learning,10,460,16667,-13.0,0.0,1.0,13.0
Q-Learning,10,480,17003,-13.0,0.0,1.0,13.0
Q-Learning,10,500,17336,-13.0,0.0,1.0,13.0
Q-Learning,11,1,500,-500.0,0.0,0.0,500.0
Q-Learning,11,20,4054,-500.0,0.0,0.0,500.0
Q-Learning,11,40,5639,-500.0,0.0,0.0,500.0
Q-Learning,11,60,6793,-500.0,0.0,0.0,500.0
Q-Learning,11,80,7914,-500.0,0.0,0.0,500.0
Q-Learning,11,100,8800,-500.0,0.0,0.0,500.0
Q-Learning,11,120,9467,-500.0,0.0,0.0,500.0
Q-Learning,11,140,10089,-500.0,0.0,0.0,500.0
Q-Learning,11,160,10761,-17.0,0.0,1.0,17.0
Q-Learning,11,180,11277,-500.0,0.0,0.0,500.0
Q-Learning,11,200,11817,-500.0,0.0,0.0,500.0
Q-Learning,11,220,12263,-15.0,0.0,1.0,15.0
Q-Learning,11,240,12654,-500.0,0.0,0.0,500.0
Q-Learning,11,260,13122,-17.0,0.0,1.0,17.0
Q-Learning,11,280,13456,-13.0,0.0,1.0,13.0
Q-Learning,11,300,13775,-13.0,0.0,1.0,13.0
Q-Learning,11,320,14084,-15.533333333333333,1.9605300714142435,1.0,15.533333333333333
Q-Learning,11,340,14448,-13.0,0.0,1.0,13.0
Q-Learning,11,360,14807,-13.0,0.0,1.0,13.0
Q-Learning,11,380,15161,-13.0,0.0,1.0,13.0
Q-Learning,11,400,15500,-13.0,0.0,1.0,13.0
Q-Learning,11,420,15855,-13.0,0.0,1.0,13.0
Q-Learning,11,440,16162,-13.0,0.0,1.0,13.0
Q-Learning,11,460,16504,-13.0,0.0,1.0,13.0
Q-Learning,11,480,16827,-13.0,0.0,1.0,13.0
Q-Learning,11,500,17171,-13.0,0.0,1.0,13.0
Q-Learning,12,1,500,-500.0,0.0,0.0,500.0
Q-Learning,12,20,3934,-500.0,0.0,0.0,500.0
Q-Learning,12,40,5555,-500.0,0.0,0.0,500.0
Q-Learning,12,60,6711,-500.0,0.0,0.0,500.0
Q-Learning,12,80,7858,-500.0,0.0,0.0,500.0
Q-Learning,12,100,8708,-500.0,0.0,0.0,500.0
Q-Learning,12,120,9399,-500.0,0.0,0.0,500.0
Q-Learning,12,140,10091,-500.0,0.0,0.0,500.0
Q-Learning,12,160,10774,-500.0,0.0,0.0,500.0
Q-Learning,12,180,11288,-500.0,0.0,0.0,500.0
Q-Learning,12,200,11773,-13.0,0.0,1.0,13.0
Q-Learning,12,220,12276,-13.0,0.0,1.0,13.0
Q-Learning,12,240,12714,-500.0,0.0,0.0,500.0
Q-Learning,12,260,13136,-13.0,0.0,1.0,13.0
Q-Learning,12,280,13492,-13.0,0.0,1.0,13.0
Q-Learning,12,300,13784,-13.0,0.0,1.0,13.0
Q-Learning,12,320,14140,-13.0,0.0,1.0,13.0
Q-Learning,12,340,14476,-13.0,0.0,1.0,13.0
Q-Learning,12,360,14852,-13.0,0.0,1.0,13.0
Q-Learning,12,380,15164,-13.0,0.0,1.0,13.0
Q-Learning,12,400,15522,-13.0,0.0,1.0,13.0
Q-Learning,12,420,15885,-13.0,0.0,1.0,13.0
Q-Learning,12,440,16200,-13.0,0.0,1.0,13.0
Q-Learning,12,460,16579,-13.0,0.0,1.0,13.0
Q-Learning,12,480,16883,-13.0,0.0,1.0,13.0
Q-Learning,12,500,17266,-13.0,0.0,1.0,13.0
Q-Learning,13,1,500,-500.0,0.0,0.0,500.0
Q-Learning,13,20,3843,-500.0,0.0,0.0,500.0
Q-Learning,13,40,5540,-500.0,0.0,0.0,500.0
Q-Learning,13,60,6865,-500.0,0.0,0.0,500.0
Q-Learning,13,80,7969,-500.0,0.0,0.0,500.0
Q-Learning,13,100,8790,-500.0,0.0,0.0,500.0
Q-Learning,13,120,9525,-500.0,0.0,0.0,500.0
Q-Learning,13,140,10133,-500.0,0.0,0.0,500.0
Q-Learning,13,160,10749,-500.0,0.0,0.0,500.0
Q-Learning,13,180,11284,-500.0,0.0,0.0,500.0
Q-Learning,13,200,11786,-13.0,0.0,1.0,13.0
Q-Learning,13,220,12269,-13.0,0.0,1.0,13.0
Q-Learning,13,240,12729,-14.1,1.1249521062602221,1.0,14.1
Q-Learning,13,260,13139,-500.0,0.0,0.0,500.0
Q-Learning,13,280,13503,-13.0,0.0,1.0,13.0
Q-Learning,13,300,13838,-13.0,0.0,1.0,13.0
Q-Learning,13,320,14200,-13.0,0.0,1.0,13.0
Q-Learning,13,340,14539,-13.0,0.0,1.0,13.0
Q-Learning,13,360,14867,-13.0,0.0,1.0,13.0
Q-Learning,13,380,15224,-13.0,0.0,1.0,13.0
Q-Learning,13,400,15590,-13.0,0.0,1.0,13.0
Q-Learning,13,420,15933,-13.0,0.0,1.0,13.0
Q-Learning,13,440,16311,-13.0,0.0,1.0,13.0
Q-Learning,13,460,16610,-13.0,0.0,1.0,13.0
Q-Learning,13,480,16912,-13.0,0.0,1.0,13.0
Q-Learning,13,500,17236,-13.0,0.0,1.0,13.0
Q-Learning,14,1,500,-500.0,0.0,0.0,500.0
Q-Learning,14,20,3792,-500.0,0.0,0.0,500.0
Q-Learning,14,40,5575,-500.0,0.0,0.0,500.0
Q-Learning,14,60,6791,-500.0,0.0,0.0,500.0
Q-Learning,14,80,7789,-500.0,0.0,0.0,500.0
Q-Learning,14,100,8647,-500.0,0.0,0.0,500.0
Q-Learning,14,120,9354,-500.0,0.0,0.0,500.0
Q-Learning,14,140,10132,-500.0,0.0,0.0,500.0
Q-Learning,14,160,10745,-500.0,0.0,0.0,500.0
Q-Learning,14,180,11320,-500.0,0.0,0.0,500.0
Q-Learning,14,200,11790,-13.0,0.0,1.0,13.0
Q-Learning,14,220,12243,-500.0,0.0,0.0,500.0
Q-Learning,14,240,12656,-13.0,0.0,1.0,13.0
Q-Learning,14,260,13093,-13.0,0.0,1.0,13.0
Q-Learning,14,280,13475,-13.0,0.0,1.0,13.0
Q-Learning,14,300,13822,-15.0,0.0,1.0,15.0
Q-Learning,14,320,14193,-13.0,0.0,1.0,13.0
Q-Learning,14,340,14589,-13.0,0.0,1.0,13.0
Q-Learning,14,360,14918,-13.0,0.0,1.0,13.0
Q-Learning,14,380,15250,-13.0,0.0,1.0,13.0
Q-Learning,14,400,15556,-13.0,0.0,1.0,13.0
Q-Learning,14,420,15900,-13.0,0.0,1.0,13.0
Q-Learning,14,440,16229,-13.0,0.0,1.0,13.0
Q-Learning,14,460,16542,-13.0,0.0,1.0,13.0
Q-Learning,14,480,16914,-13.0,0.0,1.0,13.0
Q-Learning,14,500,17259,-13.0,0.0,1.0,13.0
Q-Learning,15,1,500,-500.0,0.0,0.0,500.0
Q-Learning,15,20,3763,-500.0,0.0,0.0,500.0
Q-Learning,15,40,5476,-500.0,0.0,0.0,500.0
Q-Learning,15,60,6725,-500.0,0.0,0.0,500.0
Q-Learning,15,80,7866,-500.0,0.0,0.0,500.0
Q-Learning,15,100,8706,-500.0,0.0,0.0,500.0
Q-Learning,15,120,9442,-500.0,0.0,0.0,500.0
Q-Learning,15,140,10109,-500.0,0.0,0.0,500.0
Q-Learning,15,160,10774,-500.0,0.0,0.0,500.0
Q-Learning,15,180,11253,-15.0,0.0,1.0,15.0
Q-Learning,15,200,11725,-13.0,0.0,1.0,13.0
Q-Learning,15,220,12215,-500.0,0.0,0.0,500.0
Q-Learning,15,240,12674,-13.0,0.0,1.0,13.0
Q-Learning,15,260,13098,-13.0,0.0,1.0,13.0
Q-Learning,15,280,13468,-13.0,0.0,1.0,13.0
Q-Learning,15,300,13834,-13.0,0.0,1.0,13.0
Q-Learning,15,320,14215,-13.0,0.0,1.0,13.0
Q-Learning,15,340,14581,-13.0,0.0,1.0,13.0
Q-Learning,15,360,14921,-13.0,0.0,1.0,13.0
Q-Learning,15,380,15266,-13.0,0.0,1.0,13.0
Q-Learning,15,400,15600,-13.0,0.0,1.0,13.0
Q-Learning,15,420,15976,-13.0,0.0,1.0,13.0
Q-Learning,15,440,16297,-13.0,0.0,1.0,13.0
Q-Learning,15,460,16647,-13.0,0.0,1.0,13.0
Q-Learning,15,480,16967,-13.0,0.0,1.0,13.0
Q-Learning,15,500,17277,-13.0,0.0,1.0,13.0
Q-Learning,16,1,500,-500.0,0.0,0.0,500.0
Q-Learning,16,20,3738,-500.0,0.0,0.0,500.0
