algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length
Q-Learning,27,8000,455872,7.6,2.7921171836702947,1.0,13.4
Q-Learning,27,8400,461229,7.44,2.5647532403086015,1.0,13.56
Q-Learning,27,8800,466394,8.08,2.248264636903543,1.0,12.92
Q-Learning,27,9200,471698,7.36,2.5375546641342304,1.0,13.64
Q-Learning,27,9600,476955,8.42,3.350845156868058,1.0,12.58
Q-Learning,27,10000,482297,7.76,2.470726572471824,1.0,13.24
Q-Learning,28,1,200,-741.16,154.941511018625,0.06,195.76
Q-Learning,28,400,77499,-200.0,0.0,0.0,200.0
Q-Learning,28,800,149692,-162.26,81.3721132595592,0.18,166.04
Q-Learning,28,1200,208495,-65.9,101.61336285255045,0.64,79.34
Q-Learning,28,1600,253476,-49.92,94.55866120119967,0.72,65.04
Q-Learning,28,2000,286225,4.12,29.559100259704547,0.98,16.46
Q-Learning,28,2400,311847,7.88,2.5765029297361135,1.0,13.12
Q-Learning,28,2800,331825,7.84,2.324316884504313,1.0,13.16
Q-Learning,28,3200,348203,8.24,3.0004081355028744,1.0,12.76
Q-Learning,28,3600,363136,7.88,2.6001569811322187,1.0,13.12
Q-Learning,28,4000,375303,7.82,2.5768989431611993,1.0,13.18
Q-Learning,28,4400,386308,7.82,2.8904487329048094,1.0,13.18
Q-Learning,28,4800,396354,8.22,2.443567148282049,1.0,12.78
Q-Learning,28,5200,405528,7.78,2.589539396439893,1.0,13.22
Q-Learning,28,5600,413705,7.9,2.418044411401537,1.0,13.1
Q-Learning,28,6000,421355,8.42,2.5482286765035638,1.0,12.58
Q-Learning,28,6400,428518,7.36,2.686018219884411,1.0,13.64
Q-Learning,28,6800,434905,7.46,2.4512387538898426,1.0,13.54
Q-Learning,28,7200,441083,8.18,2.3272125745936787,1.0,12.82
Q-Learning,28,7600,446942,7.62,2.506237117631913,1.0,13.38
Q-Learning,28,8000,452391,8.58,2.5078651788128568,1.0,12.42
Q-Learning,28,8400,457674,8.08,2.183799347888156,1.0,12.92
Q-Learning,28,8800,463016,8.42,2.733690038115111,1.0,12.58
Q-Learning,28,9200,468373,8.56,2.6661904336658755,1.0,12.44
Q-Learning,28,9600,473572,7.94,2.7136089381832003,1.0,13.06
Q-Learning,28,10000,478876,8.06,2.999387692615319,1.0,12.94
Q-Learning,29,1,200,-761.38,121.00816130344603,0.08,194.26
Q-Learning,29,400,78687,-195.74,30.122748878546922,0.02,196.16
Q-Learning,29,800,153135,-128.52,100.61245916274737,0.34,135.66
Q-Learning,29,1200,214542,-86.84,105.5137789628464,0.54,98.18
Q-Learning,29,1600,258749,-29.04,80.93735546831316,0.82,46.26
Q-Learning,29,2000,290083,-4.0,50.089307995920684,0.94,23.74
Q-Learning,29,2400,314620,7.62,2.7839921416731688,1.0,13.38
Q-Learning,29,2800,334871,8.1,2.9640705601780613,1.0,12.9
Q-Learning,29,3200,351667,7.72,2.555825678319862,1.0,13.28
Q-Learning,29,3600,365882,7.94,2.8600699292150185,1.0,13.06
Q-Learning,29,4000,378306,8.22,2.41838198566137,1.0,12.78
Q-Learning,29,4400,389736,7.5,2.5495097567963922,1.0,13.5
Q-Learning,29,4800,399634,7.62,2.3464258534448272,1.0,13.38
Q-Learning,29,5200,408541,7.38,2.554627653686461,1.0,13.62
Q-Learning,29,5600,416580,7.64,2.693605428432612,1.0,13.36
Q-Learning,29,6000,423911,8.32,2.6529921498072278,1.0,12.68
Q-Learning,29,6400,430937,7.86,2.285803569684778,1.0,13.14
Q-Learning,29,6800,437527,7.74,2.4810300691611205,1.0,13.26
Q-Learning,29,7200,443637,7.96,2.725241049065239,1.0,13.04
Q-Learning,29,7600,449374,7.84,2.5423755563228174,1.0,13.16
Q-Learning,29,8000,454795,7.92,2.2753335705216626,1.0,13.08
Q-Learning,29,8400,460111,7.66,2.3699651250340272,1.0,13.34
Q-Learning,29,8800,465353,7.84,2.427394672886794,1.0,13.16
Q-Learning,29,9200,470664,8.34,2.5282889269146405,1.0,12.66
Q-Learning,29,9600,475962,8.56,2.1774353009437313,1.0,12.44
Q-Learning,29,10000,481238,7.74,2.7760638703468077,1.0,13.26
Expected SARSA,0,1,200,-780.46,148.0160236775266,0.04,194.5
Expected SARSA,0,400,77949,-200.0,0.0,0.0,200.0
Expected SARSA,0,800,152477,-200.0,0.0,0.0,200.0
Expected SARSA,0,1200,219985,-178.8,64.24951361683605,0.1,180.9
Expected SARSA,0,1600,278606,-174.44,69.9209933147581,0.12,176.96
Expected SARSA,0,2000,330934,-174.58,69.53991365997469,0.12,177.1
Expected SARSA,0,2400,373275,-141.02,95.54323521798058,0.28,146.9
Expected SARSA,0,2800,411672,-132.78,98.99603991255078,0.32,139.5
Expected SARSA,0,3200,442874,-149.56,90.67550577161825,0.24,154.6
Expected SARSA,0,3600,473035,-107.48,105.44642512398688,0.44,116.72
Expected SARSA,0,4000,499234,-128.46,100.69639354748206,0.34,135.6
Expected SARSA,0,4400,522207,-137.1,97.05904998336564,0.3,143.4
Expected SARSA,0,4800,542636,-112.08,104.37644585336095,0.42,120.9
Expected SARSA,0,5200,560366,-83.44,104.37279338984848,0.56,95.2
Expected SARSA,0,5600,572310,-33.78,83.98257593825335,0.8,50.58
Expected SARSA,0,6000,580862,-8.46,57.11256697192351,0.92,27.78
Expected SARSA,0,6400,588975,-4.2,50.05303309939349,0.94,23.94
Expected SARSA,0,6800,596874,0.16,41.33159092223847,0.96,20.0
Expected SARSA,0,7200,603742,-4.28,50.004505919415884,0.94,24.02
Expected SARSA,0,7600,611650,-0.1,41.30387638081483,0.96,20.26
Expected SARSA,0,8000,619792,-4.94,49.82967315295789,0.94,24.68
Expected SARSA,0,8400,628583,-12.44,63.19912166788267,0.9,31.34
Expected SARSA,0,8800,637264,0.12,41.35394263463366,0.96,20.04
Expected SARSA,0,9200,645239,3.78,29.501497713623603,0.98,16.8
Expected SARSA,0,9600,654671,0.06,41.305931777409405,0.96,20.1
Expected SARSA,0,10000,664348,-8.34,57.14521780838136,0.92,27.66
Expected SARSA,1,1,200,-773.96,85.89503798835185,0.02,198.74
Expected SARSA,1,400,77948,-200.0,0.0,0.0,200.0
Expected SARSA,1,800,153014,-200.0,0.0,0.0,200.0
Expected SARSA,1,1200,222389,-200.0,0.0,0.0,200.0
Expected SARSA,1,1600,282466,-191.48,42.16306537281953,0.04,192.32
Expected SARSA,1,2000,337709,-187.32,50.69937003996184,0.06,188.58
Expected SARSA,1,2400,379295,-170.3,74.36047062678352,0.14,173.24
Expected SARSA,1,2800,414410,-141.38,94.96377182475258,0.28,147.26
Expected SARSA,1,3200,444389,-153.72,88.03200716622497,0.22,158.34
Expected SARSA,1,3600,473040,-132.92,98.78524222591476,0.32,139.64
Expected SARSA,1,4000,500012,-133.04,98.61012904879705,0.32,139.76
Expected SARSA,1,4400,525781,-107.82,105.05988379811521,0.44,117.06
Expected SARSA,1,4800,546269,-87.4,104.9929054940458,0.54,98.74
Expected SARSA,1,5200,563318,-33.14,84.30920011772022,0.8,49.94
Expected SARSA,1,5600,575776,-24.82,77.27599357933529,0.84,42.46
Expected SARSA,1,6000,586037,-16.8,68.38038864338523,0.88,35.28
Expected SARSA,1,6400,593805,4.68,29.65202267939899,0.98,15.9
Expected SARSA,1,6800,601392,-5.16,49.77474156597083,0.94,24.9
Expected SARSA,1,7200,608585,-0.86,41.1374053927685,0.96,21.02
Expected SARSA,1,7600,615478,4.0,29.554515522253144,0.98,16.58
Expected SARSA,1,8000,622283,0.22,41.38090361112804,0.96,19.94
Expected SARSA,1,8400,629741,-0.86,41.15575690630184,0.96,21.02
Expected SARSA,1,8800,636344,0.06,41.35086801645506,0.96,20.1
Expected SARSA,1,9200,643915,-4.22,50.022154275554215,0.94,23.96
Expected SARSA,1,9600,651646,7.6,2.7627256579733883,1.0,13.4
Expected SARSA,1,10000,658553,8.52,2.7718703624308354,1.0,12.48
Expected SARSA,2,1,200,-762.4,134.1496270922122,0.08,192.4
Expected SARSA,2,400,77899,-200.0,0.0,0.0,200.0
Expected SARSA,2,800,153305,-187.3,50.78054022266918,0.06,188.56
Expected SARSA,2,1200,222742,-191.58,41.66831615782633,0.04,192.42
Expected SARSA,2,1600,283704,-200.0,0.0,0.0,200.0
Expected SARSA,2,2000,337455,-195.8,29.698484809834994,0.02,196.22
Expected SARSA,2,2400,381781,-141.12,95.38549926161605,0.28,147.0
Expected SARSA,2,2800,416751,-157.9,85.05634387071348,0.2,162.1
Expected SARSA,2,3200,449155,-145.28,93.25519955958465,0.26,150.74
Expected SARSA,2,3600,478408,-119.78,103.51738294329398,0.38,127.76
Expected SARSA,2,4000,504541,-141.04,95.51171741344255,0.28,146.92
Expected SARSA,2,4400,529184,-141.56,94.66981502860888,0.28,147.44
Expected SARSA,2,4800,548334,-82.9,104.86264096134407,0.56,94.66
Expected SARSA,2,5200,564263,-65.84,101.66498805350034,0.64,79.28
Expected SARSA,2,5600,578020,-58.0,98.41789284806428,0.68,72.28
Expected SARSA,2,6000,586854,-4.4,49.983670802961,0.94,24.14
Expected SARSA,2,6400,594658,3.7,29.509770087417568,0.98,16.88
Expected SARSA,2,6800,601821,4.5,29.65258016099243,0.98,16.08
Expected SARSA,2,7200,609376,-0.68,41.18967574229132,0.96,20.84
Expected SARSA,2,7600,616513,-4.44,49.95964085425069,0.94,24.18
Expected SARSA,2,8000,623411,-12.82,63.06966993179941,0.9,31.72
Expected SARSA,2,8400,632077,-17.3,68.1885890268261,0.88,35.78
Expected SARSA,2,8800,640720,3.38,29.453449955577604,0.98,17.2
Expected SARSA,2,9200,649065,-16.92,68.34033679060312,0.88,35.4
Expected SARSA,2,9600,659148,-12.86,63.06038893839162,0.9,31.76
Expected SARSA,2,10000,668389,0.04,41.3363308107766,0.96,20.12
Expected SARSA,3,1,200,-752.96,144.5421991908895,0.04,197.42
Expected SARSA,3,400,78127,-200.0,0.0,0.0,200.0
Expected SARSA,3,800,154110,-195.74,30.12274887854692,0.02,196.16
Expected SARSA,3,1200,222890,-200.0,0.0,0.0,200.0
Expected SARSA,3,1600,284240,-195.72,30.26417023478423,0.02,196.14
Expected SARSA,3,2000,335938,-178.68,64.61201000382741,0.1,180.78
Expected SARSA,3,2400,380582,-170.36,74.21198538989645,0.14,173.3
Expected SARSA,3,2800,417589,-170.34,74.25977843945907,0.14,173.28
Expected SARSA,3,3200,450052,-136.96,97.27679002491304,0.3,143.26
Expected SARSA,3,3600,479105,-132.6,99.25868080065196,0.32,139.32
Expected SARSA,3,4000,505500,-162.26,81.3746212254892,0.18,166.04
Expected SARSA,3,4400,529367,-103.36,105.78448634379433,0.46,113.02
Expected SARSA,3,4800,547128,-70.46,102.46377358832333,0.62,83.48
Expected SARSA,3,5200,560686,-12.06,63.32952691748011,0.9,30.96
Expected SARSA,3,5600,574125,-16.3,68.57180059422892,0.88,34.78
Expected SARSA,3,6000,582517,-5.06,49.81001046835006,0.94,24.8
Expected SARSA,3,6400,589860,-0.08,41.30070909111091,0.96,20.24
Expected SARSA,3,6800,596916,3.98,29.554853878087467,0.98,16.6
Expected SARSA,3,7200,603606,-0.02,41.30794754780543,0.96,20.18
Expected SARSA,3,7600,610655,3.58,29.49651657053623,0.98,17.0
Expected SARSA,3,8000,616696,-16.6,68.46539420818107,0.88,35.08
Expected SARSA,3,8400,624172,-0.14,41.2780566304141,0.96,20.3
Expected SARSA,3,8800,631188,3.8,29.470843426086365,0.98,16.78
Expected SARSA,3,9200,638645,-0.26,41.25421932657189,0.96,20.42
Expected SARSA,3,9600,646838,0.16,41.37649929461833,0.96,20.0
Expected SARSA,3,10000,654799,-0.68,41.18868479451657,0.96,20.84
Expected SARSA,4,1,200,-753.58,117.9207776259908,0.08,195.28
Expected SARSA,4,400,78425,-200.0,0.0,0.0,200.0
Expected SARSA,4,800,152965,-183.1,57.897604899177175,0.08,184.78
Expected SARSA,4,1200,220393,-200.0,0.0,0.0,200.0
Expected SARSA,4,1600,281215,-183.08,57.96333816671165,0.08,184.76
Expected SARSA,4,2000,335886,-191.5,42.06712323350454,0.04,192.34
Expected SARSA,4,2400,380362,-191.6,41.569219381653056,0.04,192.44
Expected SARSA,4,2800,416034,-145.44,92.9847826040281,0.26,150.9
Expected SARSA,4,3200,447692,-128.5,100.64166581470711,0.34,135.64
Expected SARSA,4,3600,476612,-145.58,92.75006793550511,0.26,151.04
Expected SARSA,4,4000,502935,-99.34,105.8428966700657,0.48,109.42
Expected SARSA,4,4400,529298,-116.26,103.6103000947024,0.4,124.66
Expected SARSA,4,4800,550452,-66.04,101.50057001951127,0.64,79.48
Expected SARSA,4,5200,563984,-28.7,81.10166207813954,0.82,45.92
Expected SARSA,4,5600,575727,-17.36,68.1773677211709,0.88,35.84
Expected SARSA,4,6000,583867,-8.56,57.08324032963276,0.92,27.88
Expected SARSA,4,6400,591221,-8.32,57.16158264614658,0.92,27.64
Expected SARSA,4,6800,598346,-8.16,57.19974311345199,0.92,27.48
Expected SARSA,4,7200,605388,-3.8,50.14509559513171,0.94,23.54
Expected SARSA,4,7600,611950,8.12,2.7228436515930197,1.0,12.88
Expected SARSA,4,8000,620039,7.68,2.298535469842145,1.0,13.32
Expected SARSA,4,8400,628330,-9.04,56.95109251608357,0.92,28.36
Expected SARSA,4,8800,637490,-4.72,49.89050868795444,0.94,24.46
Expected SARSA,4,9200,645812,-12.96,63.019906152172034,0.9,31.86
Expected SARSA,4,9600,653926,-17.62,68.0884448825982,0.88,36.1
Expected SARSA,4,10000,662619,-8.14,57.20068859297242,0.92,27.46
Expected SARSA,5,1,195,-793.28,69.5437140456656,0.02,198.98
Expected SARSA,5,400,77086,-191.52,41.96560301883786,0.04,192.36
Expected SARSA,5,800,152883,-200.0,0.0,0.0,200.0
Expected SARSA,5,1200,221935,-200.0,0.0,0.0,200.0
Expected SARSA,5,1600,282088,-195.76,29.981327522309613,0.02,196.18
Expected SARSA,5,2000,334929,-157.66,85.54211517952871,0.2,161.86
Expected SARSA,5,2400,377669,-157.56,85.74503258058101,0.2,161.76
Expected SARSA,5,2800,414943,-157.9,85.06066262691945,0.2,162.1
Expected SARSA,5,3200,445661,-166.3,78.00425158480864,0.16,169.66
Expected SARSA,5,3600,474233,-149.36,91.03436444664224,0.24,154.4
Expected SARSA,5,4000,500788,-124.42,101.80956412311555,0.36,131.98
Expected SARSA,5,4400,526570,-107.46,105.47118960519357,0.44,116.7
Expected SARSA,5,4800,545518,-108.0,104.85130384676839,0.44,117.24
Expected SARSA,5,5200,560299,-33.6,84.07236921430324,0.8,50.4
Expected SARSA,5,5600,570433,-16.7,68.4162679067319,0.88,35.18
Expected SARSA,5,6000,578291,3.5,29.486247226634386,0.98,17.08
Expected SARSA,5,6400,585571,0.08,41.32343309127377,0.96,20.08
Expected SARSA,5,6800,592448,-4.52,49.94823442774509,0.94,24.26
Expected SARSA,5,7200,598605,-0.54,41.17717318899799,0.96,20.7
Expected SARSA,5,7600,604689,2.9,29.38571775817745,0.98,17.68
Expected SARSA,5,8000,610977,4.02,29.566590356450007,0.98,16.56
Expected SARSA,5,8400,618048,-4.82,49.871135981463595,0.94,24.56
Expected SARSA,5,8800,624982,3.8,29.51305487683824,0.98,16.78
Expected SARSA,5,9200,632631,-0.72,41.14982083924596,0.96,20.88
Expected SARSA,5,9600,640547,3.6,29.477075146351844,0.98,16.98
Expected SARSA,5,10000,648135,-5.18,49.781846539656996,0.94,24.92
Expected SARSA,6,1,200,-765.38,130.39310893273026,0.02,197.0
Expected SARSA,6,400,77985,-195.76,29.981327522309613,0.02,196.18
Expected SARSA,6,800,153418,-178.74,64.43025338317713,0.1,180.84
Expected SARSA,6,1200,222370,-200.0,0.0,0.0,200.0
Expected SARSA,6,1600,283600,-200.0,0.0,0.0,200.0
Expected SARSA,6,2000,335546,-174.56,69.59508544694334,0.12,177.08
Expected SARSA,6,2400,378009,-153.38,88.67825125078843,0.22,158.0
Expected SARSA,6,2800,413735,-166.34,77.91193615819317,0.16,169.7
Expected SARSA,6,3200,443003,-128.6,100.49246088079221,0.34,135.74
Expected SARSA,6,3600,471266,-136.84,97.46801882606188,0.3,143.14
Expected SARSA,6,4000,499233,-137.02,97.1868576821087,0.3,143.32
Expected SARSA,6,4400,526744,-95.02,106.0622631922843,0.5,105.52
Expected SARSA,6,4800,552753,-78.46,104.49376702434827,0.58,90.64
Expected SARSA,6,5200,566753,-62.16,99.953532060796,0.66,76.02
Expected SARSA,6,5600,576576,-0.62,41.18692580349809,0.96,20.78
Expected SARSA,6,6000,584283,4.14,29.588338850269494,0.98,16.44
Expected SARSA,6,6400,591731,4.16,29.592718354214043,0.98,16.42
Expected SARSA,6,6800,598554,-9.04,56.93747376172696,0.92,28.36
Expected SARSA,6,7200,605317,-4.28,50.00001632652794,0.94,24.02
Expected SARSA,6,7600,611373,-0.04,41.28495303302131,0.96,20.2
Expected SARSA,6,8000,617986,0.0,41.32598135185513,0.96,20.16
Expected SARSA,6,8400,625291,-0.48,41.22573002781795,0.96,20.64
Expected SARSA,6,8800,632937,0.12,41.33617282324852,0.96,20.04
Expected SARSA,6,9200,640225,4.46,29.6001999441675,0.98,16.12
Expected SARSA,6,9600,646716,8.32,2.342508684887958,1.0,12.68
Expected SARSA,6,10000,655084,8.24,3.0004081355028744,1.0,12.76
Expected SARSA,7,1,200,-819.12,233.58681819112365,0.02,197.1
Expected SARSA,7,400,77301,-200.0,0.0,0.0,200.0
Expected SARSA,7,800,151858,-200.0,0.0,0.0,200.0
Expected SARSA,7,1200,219623,-195.76,29.981327522309613,0.02,196.18
Expected SARSA,7,1600,281757,-200.0,0.0,0.0,200.0
Expected SARSA,7,2000,333406,-187.28,50.86117159002734,0.06,188.54
Expected SARSA,7,2400,377084,-153.68,88.10532657807114,0.22,158.3
Expected SARSA,7,2800,412135,-161.84,82.28084310978555,0.18,165.62
Expected SARSA,7,3200,444562,-149.56,90.67415535299787,0.24,154.6
Expected SARSA,7,3600,472296,-128.3,100.92030600065235,0.34,135.44
Expected SARSA,7,4000,497934,-141.5,94.76614611230949,0.28,147.38
Expected SARSA,7,4400,521461,-95.24,105.83363147421714,0.5,105.74
Expected SARSA,7,4800,542807,-103.84,105.25815882866279,0.46,113.5
Expected SARSA,7,5200,559512,-66.76,100.96343245887371,0.64,80.2
Expected SARSA,7,5600,571693,-20.98,73.00530872505654,0.86,39.04
Expected SARSA,7,6000,579745,-20.72,73.10463286918808,0.86,38.78
Expected SARSA,7,6400,587289,-8.64,57.053773417929946,0.92,27.96
Expected SARSA,7,6800,594521,-8.26,57.164927880579334,0.92,27.58
Expected SARSA,7,7200,601411,-3.74,50.15844690496673,0.94,23.48
Expected SARSA,7,7600,608495,-8.3,57.15258845710261,0.92,27.62
Expected SARSA,7,8000,616420,-8.64,57.04161030442995,0.92,27.96
Expected SARSA,7,8400,627371,-13.06,62.99737927817607,0.9,31.96
Expected SARSA,7,8800,636409,-4.84,49.879593798977766,0.94,24.58
Expected SARSA,7,9200,644237,-4.4,49.974687470309426,0.94,24.14
Expected SARSA,7,9600,653731,-25.64,76.90034898145385,0.84,43.28
Expected SARSA,7,10000,661849,3.62,29.472152196642188,0.98,16.96
Expected SARSA,8,1,200,-791.12,118.22197040192776,0.02,197.9
Expected SARSA,8,400,77605,-200.0,0.0,0.0,200.0
Expected SARSA,8,800,152672,-200.0,0.0,0.0,200.0
Expected SARSA,8,1200,222385,-200.0,0.0,0.0,200.0
Expected SARSA,8,1600,281694,-195.78,29.839906166072307,0.02,196.2
Expected SARSA,8,2000,334119,-170.18,74.66050782422678,0.14,173.12
Expected SARSA,8,2400,380631,-170.38,74.15947790583012,0.14,173.32
Expected SARSA,8,2800,417188,-170.7,73.35717763248583,0.14,173.64
Expected SARSA,8,3200,449562,-162.24,81.4171821608953,0.18,166.02
Expected SARSA,8,3600,476501,-128.76,100.27117517725905,0.34,135.9
Expected SARSA,8,4000,502274,-124.56,101.61354561799929,0.36,132.12
Expected SARSA,8,4400,526066,-120.3,102.84885879338692,0.38,128.28
Expected SARSA,8,4800,546513,-74.64,103.40365919392735,0.6,87.24
Expected SARSA,8,5200,559050,-45.34,92.62952542030989,0.74,60.88
Expected SARSA,8,5600,570073,-8.62,57.054177618062894,0.92,27.94
Expected SARSA,8,6000,578041,-0.1,41.30288817296644,0.96,20.26
Expected SARSA,8,6400,585161,8.1,2.168889492955568,1.0,12.9
Expected SARSA,8,6800,591854,0.02,41.316839478471685,0.96,20.14
Expected SARSA,8,7200,598438,-0.22,41.264843958735334,0.96,20.38
Expected SARSA,8,7600,604711,8.26,2.9402901425622914,1.0,12.74
Expected SARSA,8,8000,610818,3.98,29.603840070821477,0.98,16.6
Expected SARSA,8,8400,617301,3.88,29.50450674672171,0.98,16.7
Expected SARSA,8,8800,623613,4.06,29.547201946328908,0.98,16.52
Expected SARSA,8,9200,631192,8.8,2.9346626548820196,1.0,12.2
Expected SARSA,8,9600,638068,8.26,2.671161178367252,1.0,12.74
Expected SARSA,8,10000,644499,3.74,29.51707219594125,0.98,16.84
Expected SARSA,9,1,200,-736.02,142.83392525615764,0.08,193.74
Expected SARSA,9,400,78429,-200.0,0.0,0.0,200.0
Expected SARSA,9,800,151788,-200.0,0.0,0.0,200.0
Expected SARSA,9,1200,220176,-200.0,0.0,0.0,200.0
Expected SARSA,9,1600,281703,-200.0,0.0,0.0,200.0
Expected SARSA,9,2000,333834,-174.58,69.53932670930654,0.12,177.1
Expected SARSA,9,2400,377723,-178.88,64.00530590250678,0.1,180.98
Expected SARSA,9,2800,413688,-140.94,95.67385286717045,0.28,146.82
Expected SARSA,9,3200,443917,-140.88,95.7711217178855,0.28,146.76
Expected SARSA,9,3600,473825,-141.12,95.38164800164759,0.28,147.0
Expected SARSA,9,4000,502344,-153.72,88.03177533929299,0.22,158.34
Expected SARSA,9,4400,528211,-145.74,92.47345123695487,0.26,151.2
Expected SARSA,9,4800,553518,-120.54,102.54062609522141,0.38,128.52
Expected SARSA,9,5200,568650,-99.1,106.09934697523558,0.48,109.18
Expected SARSA,9,5600,580590,-12.24,63.256381463994344,0.9,31.14
Expected SARSA,9,6000,589298,-4.3,50.0131615330466,0.94,24.04
Expected SARSA,9,6400,596938,-1.02,41.12176542704282,0.96,21.18
Expected SARSA,9,6800,604193,-8.4,57.1282124091173,0.92,27.72
Expected SARSA,9,7200,610933,8.3,2.8302303937369926,1.0,12.7
Expected SARSA,9,7600,617457,4.02,29.53482206287545,0.98,16.56
Expected SARSA,9,8000,625142,-4.64,49.91166073725679,0.94,24.38
Expected SARSA,9,8400,633121,-0.36,41.23291730386967,0.96,20.52
Expected SARSA,9,8800,641063,-0.54,41.20541375170233,0.96,20.7
Expected SARSA,9,9200,650287,-0.1,41.28657932855495,0.96,20.26
Expected SARSA,9,9600,659281,0.22,41.36067835862601,0.96,19.94
Expected SARSA,9,10000,668730,-8.54,57.08433074256481,0.92,27.86
Expected SARSA,10,1,200,-860.84,308.1032400521167,0.02,198.14
Expected SARSA,10,400,78107,-200.0,0.0,0.0,200.0
Expected SARSA,10,800,153019,-187.5,49.98050640407882,0.06,188.76
Expected SARSA,10,1200,220721,-191.52,41.965116709097366,0.04,192.36
Expected SARSA,10,1600,282006,-191.64,41.37176400811135,0.04,192.48
Expected SARSA,10,2000,334756,-200.0,0.0,0.0,200.0
Expected SARSA,10,2400,379102,-157.6,85.66784456163664,0.2,161.8
Expected SARSA,10,2800,415301,-178.74,64.42898637813795,0.1,180.84
Expected SARSA,10,3200,445980,-149.48,90.82147547889356,0.24,154.52
Expected SARSA,10,3600,474583,-149.58,90.6390216457457,0.24,154.62
Expected SARSA,10,4000,500476,-112.1,104.348953428545,0.42,120.92
Expected SARSA,10,4400,526043,-124.06,102.29018545694561,0.36,131.62
Expected SARSA,10,4800,545690,-116.58,103.21249924306649,0.4,124.98
Expected SARSA,10,5200,562325,-74.72,103.34034121507912,0.6,87.32
Expected SARSA,10,5600,573081,-0.26,41.27103545280806,0.96,20.42
Expected SARSA,10,6000,580897,-12.26,63.258397845338955,0.9,31.16
Expected SARSA,10,6400,587998,4.02,29.543803521730442,0.98,16.56
Expected SARSA,10,6800,594639,8.3,2.894399941336401,1.0,12.7
Expected SARSA,10,7200,602230,4.02,29.541731119740096,0.98,16.56
Expected SARSA,10,7600,609018,3.64,29.47206217724833,0.98,16.94
Expected SARSA,10,8000,615262,8.1,2.533449692995457,1.0,12.9
Expected SARSA,10,8400,622860,4.52,29.609871492391154,0.98,16.06
Expected SARSA,10,8800,630535,-0.08,41.31750629612842,0.96,20.24
Expected SARSA,10,9200,636946,-4.16,50.05399533483407,0.94,23.9
Expected SARSA,10,9600,643212,4.0,29.548300134124915,0.98,16.58
Expected SARSA,10,10000,651133,-0.48,41.2138474846719,0.96,20.64
Expected SARSA,11,1,200,-827.66,320.3339208019134,0.08,195.2
Expected SARSA,11,400,77695,-200.0,0.0,0.0,200.0
Expected SARSA,11,800,152397,-200.0,0.0,0.0,200.0
Expected SARSA,11,1200,222095,-200.0,0.0,0.0,200.0
Expected SARSA,11,1600,283371,-200.0,0.0,0.0,200.0
Expected SARSA,11,2000,334760,-178.88,64.00881316869815,0.1,180.98
Expected SARSA,11,2400,377383,-157.8,85.25998654774963,0.2,162.0
Expected SARSA,11,2800,414121,-149.4,90.9610816082732,0.24,154.44
Expected SARSA,11,3200,445795,-137.08,97.0953329129129,0.3,143.38
Expected SARSA,11,3600,474438,-141.1,95.41044524172649,0.28,146.98
Expected SARSA,11,4000,500484,-145.28,93.25826329859133,0.26,150.74
Expected SARSA,11,4400,523322,-94.88,106.19882008645436,0.5,105.38
Expected SARSA,11,4800,541355,-95.3,105.77223315276298,0.5,105.8
Expected SARSA,11,5200,554626,-41.44,90.03608346952133,0.76,57.4
Expected SARSA,11,5600,564866,7.92,2.6637398904700946,1.0,13.08
Expected SARSA,11,6000,573011,-8.56,57.0878878465083,0.92,27.88
Expected SARSA,11,6400,580825,4.22,29.5712836435372,0.98,16.36
Expected SARSA,11,6800,587951,-4.94,49.83499712827833,0.94,24.68
Expected SARSA,11,7200,594534,-7.86,57.27520744401631,0.92,27.18
Expected SARSA,11,7600,601440,-0.4,41.24095448132368,0.96,20.56
Expected SARSA,11,8000,608424,-4.52,49.9613074778669,0.94,24.26
Expected SARSA,11,8400,616878,8.52,2.7571058472719585,1.0,12.48
Expected SARSA,11,8800,625058,-5.0,49.81393952929814,0.94,24.74
Expected SARSA,11,9200,632145,-5.16,49.775151574713604,0.94,24.9
Expected SARSA,11,9600,640664,-0.34,41.27439785590272,0.96,20.5
Expected SARSA,11,10000,649005,-0.34,41.23185315124356,0.96,20.5
Expected SARSA,12,1,200,-818.08,275.2279826779603,0.02,197.32
Expected SARSA,12,400,78201,-200.0,0.0,0.0,200.0
Expected SARSA,12,800,152100,-195.76,29.981327522309613,0.02,196.18
Expected SARSA,12,1200,219655,-200.0,0.0,0.0,200.0
Expected SARSA,12,1600,279542,-191.44,42.36101403654168,0.04,192.28
Expected SARSA,12,2000,332072,-170.52,73.81146418340418,0.14,173.46
Expected SARSA,12,2400,375096,-178.78,64.30738999651024,0.1,180.88
Expected SARSA,12,2800,411240,-166.24,78.14313397704946,0.16,169.6
Expected SARSA,12,3200,440408,-120.18,102.9996413704872,0.38,128.16
Expected SARSA,12,3600,469217,-124.18,102.126110515282,0.36,131.74
Expected SARSA,12,4000,494275,-141.3,95.09377755990266,0.28,147.18
Expected SARSA,12,4400,520087,-116.22,103.66100362947189,0.4,124.62
Expected SARSA,12,4800,539942,-91.12,105.68602711111157,0.52,102.04
Expected SARSA,12,5200,559845,-57.44,98.8086503690598,0.68,71.72
Expected SARSA,12,5600,572950,-25.14,77.12036973829566,0.84,42.78
