algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length,setting
Expected SARSA,4,2400,17481,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,2600,18888,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,2800,20202,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,3000,21548,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,3200,22796,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,3400,24068,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,3600,25312,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,3800,26578,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,4000,27775,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,4200,28983,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,4400,30189,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,4600,31392,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,4800,32603,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,4,5000,33811,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,1,4,0.0,0.0,0.0,7.66,deterministic
Expected SARSA,5,200,1575,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,400,3191,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,600,4643,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,800,6202,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,1000,7648,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,1200,9098,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,1400,10433,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,1600,11845,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,1800,13304,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,2000,14660,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,2200,16028,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,2400,17411,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,2600,18771,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,2800,20073,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,3000,21467,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,3200,22792,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,3400,24071,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,3600,25316,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,3800,26546,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,4000,27732,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,4200,28932,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,4400,30138,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,4600,31340,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,4800,32536,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,5,5000,33744,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,1,2,0.0,0.0,0.0,8.47,deterministic
Expected SARSA,6,200,1688,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,400,3143,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,600,4682,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,800,6055,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,1000,7470,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,1200,8918,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,1400,10420,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,1600,11853,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,1800,13261,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,2000,14680,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,2200,15979,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,2400,17388,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,2600,18839,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,2800,20190,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,3000,21499,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,3200,22740,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,3400,24024,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,3600,25241,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,3800,26486,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,4000,27713,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,4200,28921,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,4400,30136,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,4600,31340,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,4800,32538,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,6,5000,33743,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,1,12,0.01,0.09999999999999999,0.01,7.08,deterministic
Expected SARSA,7,200,1603,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,400,3186,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,600,4643,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,800,6244,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,1000,7631,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,1200,9226,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,1400,10642,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,1600,12065,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,1800,13484,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,2000,14874,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,2200,16218,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,2400,17570,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,2600,18871,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,2800,20181,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,3000,21505,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,3200,22795,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,3400,24062,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,3600,25294,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,3800,26534,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,4000,27756,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,4200,28961,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,4400,30161,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,4600,31369,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,4800,32559,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,7,5000,33766,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,1,8,0.02,0.14070529413628968,0.02,7.66,deterministic
Expected SARSA,8,200,1307,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,400,2728,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,600,4302,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,800,5767,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,1000,7311,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,1200,9031,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,1400,10526,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,1600,12043,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,1800,13533,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,2000,15023,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,2200,16510,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,2400,17932,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,2600,19271,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,2800,20720,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,3000,22072,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,3200,23386,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,3400,24718,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,3600,26047,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,3800,27311,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,4000,28544,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,4200,29739,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,4400,30945,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,4600,32158,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,4800,33368,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,8,5000,34570,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,1,3,0.03,0.1714466079977653,0.03,7.98,deterministic
Expected SARSA,9,200,1460,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,400,2896,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,600,4396,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,800,6038,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,1000,7572,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,1200,9104,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,1400,10532,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,1600,12023,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,1800,13445,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,2000,14806,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,2200,16131,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,2400,17563,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,2600,18909,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,2800,20271,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,3000,21581,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,3200,22941,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,3400,24238,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,3600,25506,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,3800,26742,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,4000,27955,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,4200,29155,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,4400,30354,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,4600,31555,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,4800,32751,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,9,5000,33948,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,1,9,0.02,0.14070529413628968,0.02,7.23,deterministic
Expected SARSA,10,200,1444,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,400,3058,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,600,4420,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,800,5828,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,1000,7186,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,1200,8675,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,1400,10140,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,1600,11681,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,1800,12973,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,2000,14330,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,2200,15742,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,2400,17122,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,2600,18366,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,2800,19690,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,3000,21008,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,3200,22301,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,3400,23547,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,3600,24802,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,3800,26033,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,4000,27231,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,4200,28440,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,4400,29646,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,4600,30843,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,4800,32048,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,10,5000,33250,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,1,3,0.01,0.09999999999999999,0.01,7.43,deterministic
Expected SARSA,11,200,1397,0.01,0.09999999999999999,0.01,7.3,deterministic
Expected SARSA,11,400,2935,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,600,4356,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,800,5751,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,1000,7197,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,1200,8680,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,1400,10208,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,1600,11590,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,1800,13058,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,2000,14517,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,2200,15851,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,2400,17145,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,2600,18459,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,2800,19837,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,3000,21118,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,3200,22444,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,3400,23768,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,3600,25016,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,3800,26263,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,4000,27474,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,4200,28678,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,4400,29882,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,4600,31091,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,4800,32296,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,11,5000,33503,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,1,7,0.0,0.0,0.0,7.73,deterministic
Expected SARSA,12,200,1655,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,400,3127,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,600,4696,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,800,6139,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,1000,7541,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,1200,9134,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,1400,10629,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,1600,11999,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,1800,13477,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,2000,14868,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,2200,16302,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,2400,17610,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,2600,18947,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,2800,20246,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,3000,21575,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,3200,22928,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,3400,24182,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,3600,25414,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,3800,26652,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,4000,27865,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,4200,29068,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,4400,30271,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,4600,31465,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,4800,32669,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,12,5000,33876,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,1,17,0.03,0.1714466079977653,0.03,7.13,deterministic
Expected SARSA,13,200,1441,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,400,2839,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,600,4356,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,800,5775,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,1000,7269,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,1200,8669,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,1400,10139,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,1600,11525,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,1800,12888,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,2000,14321,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,2200,15710,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,2400,17062,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,2600,18438,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,2800,19799,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,3000,21115,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,3200,22406,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,3400,23688,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,3600,24942,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,3800,26170,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,4000,27375,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,4200,28586,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,4400,29781,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,4600,30978,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,4800,32172,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,13,5000,33373,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,1,3,0.03,0.1714466079977653,0.03,8.49,deterministic
Expected SARSA,14,200,1533,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,400,2986,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,600,4561,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,800,5961,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,1000,7317,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,1200,8836,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,1400,10301,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,1600,11731,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,1800,13297,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,2000,14644,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,2200,16054,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,2400,17445,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,2600,18741,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,2800,20098,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,3000,21435,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,3200,22724,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,3400,24025,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,3600,25308,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,3800,26524,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,4000,27751,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,4200,28958,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,4400,30159,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,4600,31357,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,4800,32558,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,14,5000,33757,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,1,3,0.0,0.0,0.0,7.9,deterministic
Expected SARSA,15,200,1491,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,400,2978,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,600,4619,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,800,6009,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,1000,7422,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,1200,8934,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,1400,10485,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,1600,12057,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,1800,13553,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,2000,15034,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,2200,16489,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,2400,17916,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,2600,19278,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,2800,20638,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,3000,21997,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,3200,23351,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,3400,24647,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,3600,25960,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,3800,27215,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,4000,28433,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,4200,29635,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,4400,30840,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,4600,32055,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,4800,33264,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,15,5000,34473,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,1,2,0.0,0.0,0.0,7.74,deterministic
Expected SARSA,16,200,1579,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,400,3061,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,600,4570,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,800,6158,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,1000,7654,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,1200,9107,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,1400,10458,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,1600,11841,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,1800,13254,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,2000,14544,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,2200,15915,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,2400,17305,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,2600,18658,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,2800,19965,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,3000,21308,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,3200,22583,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,3400,23833,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,3600,25119,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,3800,26359,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,4000,27592,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,4200,28782,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,4400,29984,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,4600,31182,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,4800,32382,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,16,5000,33589,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,1,4,0.01,0.09999999999999999,0.01,7.2,deterministic
Expected SARSA,17,200,1515,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,400,2933,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,600,4317,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,800,5791,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,1000,7349,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,1200,8848,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,1400,10247,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,1600,11719,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,1800,13204,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,2000,14714,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,2200,16109,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,2400,17449,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,2600,18858,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,2800,20165,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,3000,21442,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,3200,22745,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,3400,24045,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,3600,25304,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,3800,26543,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,4000,27762,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,4200,28972,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,4400,30159,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,4600,31368,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,4800,32573,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,17,5000,33781,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,1,2,0.04,0.19694638556693236,0.04,8.12,deterministic
Expected SARSA,18,200,1657,0.14,0.348735088019777,0.14,7.57,deterministic
Expected SARSA,18,400,3316,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,600,4742,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,800,6324,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,1000,7760,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,1200,9198,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,1400,10730,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,1600,12208,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,1800,13603,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,2000,14994,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,2200,16424,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,2400,17798,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,2600,19104,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,2800,20491,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,3000,21829,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,3200,23111,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,3400,24420,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,3600,25675,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,3800,26899,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,4000,28109,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,4200,29308,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,4400,30510,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,4600,31712,1.0,0.0,1.0,6.0,deterministic
Expected SARSA,18,4800,32922,1.0,0.0,1.0,6.0,deterministic
